name,total
test_all.db.version,15
shapely.geometry.shape,15
oslo_service.loopingcall.FixedIntervalLoopingCall,15
oslo_utils.importutils.import_object,15
hask.lang.hindley_milner.Lam,15
testtools.content.Content,15
pytest.mark.supported,15
entropy.const.const_convert_to_unicode,15
tricircle.common.utils.format_nova_error,15
samba.tests.delete_force,15
utool.show_if_requested,15
gi.repository.Gtk.Label.new,15
iris.load_cube,15
PIL.Image.frombytes,15
scipy.tile,15
lib.unidades.SpecificVolume,15
error.test.utils.create_error,15
tensorflow.add,15
alembic.context.execute,15
test.framework.utilities.init_config,15
sqlalchemy.testing.util.lazy_gc,15
pyxb.binding.basis.element,15
volumedrivertest.voldrv.backupWithMonitoring.backupWithMonitoring,15
stubo.testing.DummyModel,15
xl.trax.track.Track.get_tag_display,15
mltsp.featurize.featurize_time_series,15
st2common.util.date.get_datetime_utc_now,15
docutils.parsers.rst.directives.choice,15
wx.StaticBitmap,15
epymc.ini.get,15
trac.util.text.exception_to_unicode,15
cechomesh.interpolate_hue,15
logging.handlers.SysLogHandler,15
tensorflow.test.compute_gradient_error,15
Orange.widgets.gui.checkBox,15
utils.cdf_to_pdf,15
materials.typical_materials.defElasticMaterial,15
utils.norm_geometric_average,15
google.protobuf.internal.api_implementation.Type,15
shinysdr.types.Range,15
module.plugins.internal.SimpleHoster.create_getInfo,15
Optizelle.createFloatProperty,15
pysnmp.proto.error.StatusInformation,15
squarepants.file_utils.temporary_dir,15
wyrm.processing.segment_dat,15
util.check_if_user_has_permission,15
plantcv.median_blur,15
sqlalchemy.orm.undefer,15
indico.web.flask.util.send_file,15
twisted.internet.reactor.listenSSL,15
sympy.core.compatibility.ordered,15
libreoffice.util.printing.Printer.add,15
pyqtgraph.mkPen,15
dbus.String,15
processing.core.parameters.ParameterString,15
django_mysql.locks.Lock.is_held,15
PyQt4.QtGui.QKeySequence,15
hyperopt.hp.pchoice,15
rest_framework.test.APIClient.get,15
format.find,15
mne.Epochs.copy,15
cqlengine.columns.Text,15
paver.easy.call_task,15
bravado_core.formatter.to_wire,15
openerp.http.request.website.sale_get_order,15
tests.check_utils.is_valid_poi,15
kivy.clock.Clock.create_trigger,15
qnet.algebra.circuit_algebra.cid,15
google.appengine.ext.ndb.StringProperty.lower,15
snakebite.formatter.format_results,15
sklearn.metrics.fbeta_score,15
scipy.stats.norm.ppf,15
ta.models.TAContract.objects.filter,15
sympy.utilities.lambdify.implemented_function,15
pygame.Surface.subsurface,15
ulmo.usgs.nwis.hdf5.get_site_data,15
pecan.request.context.get,15
tests.util.DataPath,15
qgis.PyQt.QtCore.QSettings.setValue,15
wtforms.validators.Regexp,15
codecs.unicode_escape_decode,15
mod_python.apache.table,15
xen.migration.verify.StreamError,15
contracts.new_contract,15
ctypes.c_ulonglong,15
cinder.tests.unit.fake_volume.fake_volume_obj,15
trytond.model.fields.Char,15
cmt.cqueue.core.ComponentQueue.add,15
django.forms.ModelChoiceField.clean,15
Javatar.core.java_utils.JavaUtils,15
numpy.hypot,15
util.ResolvConfigDir,15
qgis.PyQt.QtTest.QTest.mouseClick,15
django.contrib.sites.models.Site.objects.create,15
treeano.nodes.check_serialization,15
KalturaClient.Plugins.Core.KalturaPlaylist.getId,15
selenium.webdriver.PhantomJS.find_element_by_id,15
bs4.BeautifulSoup.prettify,15
twisted.web.client.HTTPClientFactory.buildProtocol,15
pymel.core.button,15
udp_ep.UDPFrame,15
hot_redis.Dict,15
PyQt4.QtCore.QRegExp,15
pupa.scrape.Organization.as_dict,15
pandas.Series.str.rsplit,15
robot.libraries.BuiltIn.BuiltIn,15
certifi.where,15
Gaffer.IntPlug,15
util.flatten_result,15
nova.hacking.checks.assert_true_or_false_with_in,15
Orange.widgets.gui.vBox,15
pychess.System.uistuff.keep,15
pychess.System.conf.get,15
tornado.concurrent.Future.set_result,15
_compact.OrderedDict.update,15
os.getlogin,15
wx.ClientDC.SetPen,15
MaKaC.common.fossilize.fossilize,15
scrapy.loader.processors.TakeFirst,15
twisted.web.test.test_web.DummyRequest,15
formencode.variabledecode.variable_encode,15
multiprocessing.Event,15
gdb.string_to_argv,15
spinnaker.run.check_run_quick,15
temba.msgs.models.Msg.all_messages.filter,15
base64.decodebytes,15
bson.decode_all,15
django_nose.tools.assert_equal,15
.util.testXMLValue,15
pyasm.web.Table.add_style,15
twisted.python.compat.networkString,15
tower_cli.api.client.get,15
nixops.nix_expr.RawValue,15
lantz.processors.convert_to,15
os.times,15
formulaires_caf.Question,15
sverchok.data_structure.node_id,15
oslo_config.cfg.CONF,15
pysd.read_vensim,15
nova.objects.fields.IntegerField,15
shippo.test.helper.shippo_vcr.use_cassette,15
grr.lib.rdfvalues.client.GrepSpec,15
rummage.rummage.rumcore.text_decode.guess,15
.debug.debug,15
test.support.python_is_optimized,15
dokomoforms.models.construct_node,15
boto.config.set,15
Orange.data.DiscreteVariable,15
telemetry.page.page_set.PageSet.FromDict,15
xdrlib.Packer.pack_farray,15
linecache.checkcache,15
curses.unctrl,15
pyopencl.array.to_device,15
bzt.modules.gatling.GatlingExecutor.execution.merge,15
querybuilder.helpers.set_value_for_keypath,15
django.utils.six.moves.urllib.parse.urlparse,15
heat.tests.utils.parse_stack,15
gdb.parse_and_eval,15
qad_utils.getDistance,15
pandas.tseries.index.cdate_range,15
django.contrib.gis.geos.Point,15
discomll.dataset.Data,15
.scraper.discogs.SearchScraper.get_result,15
plaso.storage.fake_storage.FakeStorageWriter,15
ryu.services.protocols.bgp.rtconf.base.validate,15
wx.FileDialog,15
os.renames,15
smtplib.SMTP_SSL,15
dashboard.models.anomaly.Anomaly,15
django.contrib.auth.models.User.objects.using,15
mistral.context.ctx,15
JumpScale.j.core.platformtype.myplatform.isWindows,15
primaires.format.fonctions.contient,15
privacyidea.lib.tokenclass.TokenClass.get_tokeninfo,15
modoboa.lib.parameters.save_admin,15
gslib.cloud_api.AccessDeniedException,15
socket.ntohl,15
pytest.mark.meta,15
boofuzz.socket_connection.SocketConnection.recv,15
windows.native_exec.simple_x86.Label,15
scipy.stats.norm.sf,15
aiohttp.request,15
mystic.math.almostEqual,15
scrapy.utils.python.to_bytes,15
pi.action.nosync_return,15
numpy.complex128,15
skimage.transform.radon,15
sklearn.metrics.auc,15
letsencrypt.errors.LetsEncryptReverterError,15
legend_item_extractor.CssColor,15
backy2.logging.logger.debug,15
django.core.files.storage.get_storage_class,15
Ganga.GPIDev.Schema.ComponentItem,15
django.utils.decorators.decorator_from_middleware,15
util.Base64WSDecode,15
distutils.command.build_clib.build_clib,15
lr.util.validator.validate_lr_oai_response,15
sympy.core.symbols,15
numpy.compat.open_latin1,15
math.acosh,15
rx.testing.TestScheduler.schedule_absolute,15
wx.Button.SetDefault,15
s3.S3SQLCustomForm,15
fullrmc.Globals.FLOAT_TYPE,15
zipcodetw.find,15
oslo_concurrency.processutils.ProcessExecutionError,15
bauble.gui.send_command,15
ryu.lib.hub.sleep,15
umake.network.download_center.DownloadItem,15
LoggerManager.logger.info,15
babel.core.Locale.parse,15
oscar.apps.catalogue.models.Category.objects.get,15
compiler.pyassem.PyFlowGraph,15
stubo.model.stub.create,15
livesettings.config_value,15
matplotlib.pyplot.tick_params,15
calvin.requests.request_handler.RequestHandler.delete_application,15
olympia.lib.crypto.packaged.sign_file,15
numpy.complex64,15
pyanaconda.simpleconfig.SimpleConfigFile.get,15
riak.pb.riak_ts_pb2.TsColumnType.Value,15
django.core.validators.validate_email,15
swift.common.constraints.check_object_creation,15
dpa.action.ActionError,15
cinder.volume.drivers.netapp.utils.to_bool,15
FWCore.ParameterSet.Config.untracked.vint32,15
django.contrib.admin.AdminSite.register,15
bup.options.Options.parse,15
pyherc.test.builders.CharacterBuilder,15
st2common.models.api.base.jsexpose,15
.param.Param,15
PyQt5.QtCore.QUrl,15
mutagen.asf.ASF.save,15
hackathon.hmongo.models.Experiment.objects,15
mHTM.metrics.SPMetrics.compute_overlap,15
.util.exceptions.ParameterError,15
numpy.ma.concatenate,15
IMP.pmi.tools.OrderedSet,15
pandas.core.algorithms.factorize,15
zope.interface.declarations.implements,15
frappe.db.exists,15
pyNastran.f06.f06_formatting.write_floats_13e,15
whatthepatch.patch.parse_patch,15
distutils.log.set_verbosity,15
graphql.core.graphql,15
django.utils.datastructures.SortedDict,15
stubo.model.request.StuboRequest,15
twisted.web.xmlrpc.Proxy,15
organizations.api.add_organization,15
random.normalvariate,15
core.acl.AccessData.hasAccess,15
models.AuthServicesInfo.save,15
ally.container.wire.entity,15
prob33.mypow,15
xml_basics.ObjectItem.ObjectItem,15
http.client.HTTPResponse.readinto,15
ironic.tests.unit.db.utils.get_test_ssh_info,15
distutils.fancy_getopt.FancyGetopt.print_help,15
calvin.actor.actor.condition,15
pulsar.utils.slugify.slugify,15
ctypes.c_char,15
requests_aws4auth.AWS4Auth,15
golismero.api.logger.Logger.log_error_more_verbose,15
fibers.current,15
django.db.transaction.is_dirty,15
openerp.fields.Datetime.now,15
sys.setswitchinterval,15
twisted.words.xish.domish.Element.addElement,15
albow.dialogs.Dialog.present,15
numpy.union1d,15
chainkey.util.format_satoshis,15
wtforms.widgets.HTMLString,15
wx.BitmapButton,15
GemRB.Roll,15
h2o_xl.Assign,15
pants.base.exceptions.TaskError,15
scrapy.http.HtmlResponse,15
cola.qtutils.add_action,15
core.scrapertools.htmlclean,15
mock.Mock.assert_has_calls,15
.difference.SymbolWrapper,15
bz2.BZ2Decompressor,15
google.protobuf.descriptor.EnumDescriptor,15
fabmetheus_utilities.settings.startMainLoopFromConstructor,15
mitmflib.dnslib.label.DNSLabel,15
mako.exceptions.CompileException,15
sentry.options.get,15
ganeti.errors.ProgrammerError,15
threading.Semaphore,15
urllib.request.urlretrieve,15
GameCheck.IsPST,15
twisted.internet.defer.Deferred.addBoth,15
nova.tests.unit.virt.vmwareapi.fake.Datastore,15
pymunk.Segment,15
builtins.open,15
monasca_api.v2.common.exceptions.HTTPUnprocessableEntityError,15
l10n.corpus_get_conf,15
boto.dynamodb2.fields.HashKey,15
nova.compute.utils.add_instance_fault_from_exc,15
deep_learning_layers.ConvolutionOver2DAxisLayer,15
rest_framework.exceptions.AuthenticationFailed,15
GafferScene.Group,15
gui.bitmapLoader.BitmapLoader.getBitmap,15
ssl.create_default_context,15
utils.subprocess_call,15
imdb._exceptions.IMDbDataAccessError,15
wx.StaticBox,15
trytond.model.fields.Binary.contents.get,15
tempest.lib.common.utils.test_utils.call_and_ignore_notfound_exc,15
httplib.HTTP.putrequest,15
volumina.pixelpipeline.imagepump.StackedImageSources.isRegistered,15
supysonic.web.app.route,15
bottle.ResourceManager.add_path,15
redis.StrictRedis.delete,15
pygame.Surface.get_pitch,15
PyQt4.QtGui.QMenuBar,15
pygopherd.gopherentry.GopherEntry.populatefromfs,15
jobman.DD,15
currency_convert.convert.currency_from_to,15
coalib.results.Diff.Diff,15
sensor.snapshot,15
pyasm.widget.IconWdg,15
topoflow.utils.model_input.open_file,15
scipy.linalg.cholesky,15
distutils.errors.DistutilsPlatformError,15
synctool.lib.error,15
testutils.CallCounter.Count,15
JumpScale.j.sal.fs.joinPaths,15
zipline.utils.sentinel.sentinel,15
scipy.special.erf,15
requests.Session.mount,15
sympy.core.function.Lambda,15
charm.toolbox.integergroup.integer,15
tables.openFile,15
Tools.LoadPixmap.LoadPixmap,15
models.InstanceTemplateRevision,15
contracts.models.Contract.objects.create,15
cloudinit.util.logexc,15
resources.lib.utils.get_icon,15
treeano.register_node,15
scoop.futures.submit,15
trytond.model.fields.One2Many,15
omero.ClientError,15
JeevesLib.mkLabel,15
jingo.get_env,15
Config.getOption,15
inspect.isgenerator,15
tensorflow.app.flags.DEFINE_float,15
keystone.tests.unit.new_project_ref,15
xblock.runtime.KeyValueStore.Key,15
bencode.bencode,15
blaze.expr.by,15
stubo.model.stub.Stub,15
jcvi.apps.base.need_update,15
base64.b32encode,15
homeassistant.util.Throttle,15
intervals.IntInterval.from_string,15
tkFileDialog.askopenfilename,15
qwt.qt.QtGui.QPen,15
cf_units.Unit,15
email.mime.text.MIMEText.get_payload,15
dredd_hooks.before,15
maya.mel.eval,15
aspectlib.test.record,15
samba.samdb.SamDB,15
resources.utility.generic_utility.get_setting,15
fabric.decorators.roles,15
google.protobuf.text_format.Parse,15
PyQt4.QtCore.QString,15
mimetypes.init,15
mapnik.SQLite.featureset,15
managers.session_manager.session_folder,15
earkcore.utils.fileutils.mkdir_p,15
curses.panel.new_panel,15
topoflow.utils.model_input.read_next,15
urwid.connect_signal,15
plugins.has_plugin,15
django.utils.timezone.UTC,15
curses.cbreak,15
CGAT.Experiment.debug,15
dokomoforms.models.construct_survey_node,15
mkt.site.utils.version_factory,15
pybrain.tools.kwargsprocessor.KWArgsProcessor.add,15
test.support.reap_children,15
sfepy.base.base.assert_,15
audioop.lin2lin,15
inbox.sendmail.base.SendMailException,15
gplearn.skutils.class_weight.compute_sample_weight,15
h2o_exec.exec_expr,15
rhea.system.Bit,15
mkt.site.mail.send_mail,15
SCons.Debug.Trace,15
boto.s3.key.Key.get_metadata,15
django.utils.module_loading.module_has_submodule,15
contextexception.ContextException,15
openedx.core.djangoapps.models.course_details.CourseDetails.update_from_json,15
wsgiref.handlers.BaseHandler.stderr.getvalue,15
md5,15
docutils.nodes.pending,15
pkg_resources.load_entry_point,15
construct.Bytes,15
sqlalchemy.schema.CreateTable,15
pymel.core.delete,15
GafferImage.Merge,15
tensorflow.squeeze,15
test.support.captured_stderr,15
rabbitvcs.util.log.Log.exception,15
test.support.change_cwd,15
pyparsing.oneOf,15
naming.Naming.has_versionless,15
dbus.service.signal,15
tkinter.Frame,15
gettext.bindtextdomain,15
fabric.utils.abort,15
pinject.arg_binding_keys.new,15
s3layouts.S3PopupLink,15
TransanaGlobal.GetImage,15
openedx.core.djangoapps.credit.api.set_credit_requirement_status,15
stubo.ext.transformer.StuboTemplateProcessor,15
format.append,15
urllib.parse.urlunparse,15
gamera.gameracore.FloatPoint,15
string.lstrip,15
wagtail.tests.search.models.SearchTest.objects.all,15
hmac.HMAC,15
Gaffer.Context.current,15
ReText.window.ReTextWindow,15
schema.schema.getMetaType,15
google.protobuf.unittest_pb2.TestAllTypes.NestedMessage,15
pygame.Surface.get_at_mapped,15
utils.threading_utils.AutoRetryThreadPool,15
webkitpy.common.system.outputcapture.OutputCapture,15
hamcrest.has_entries,15
pygraphviz.AGraph,15
disco.worker.pipeline.worker.Stage,15
rplibs.six.moves.range,15
tempfile.SpooledTemporaryFile.seek,15
twisted.internet.defer.DeferredList.addErrback,15
pandas.tseries.index.DatetimeIndex,15
Exscript.util.buffer.MonitoredBuffer.append,15
vtk.vtkPiecewiseFunction,15
.utils.support_types.toDoubleMatrix,15
mistral.api.access_control.enforce,15
.php.die,15
blf.draw,15
klein.Klein.app.resource,15
numpy.ma.where,15
string.index,15
omero.scripts.Long,15
twisted.protocols.ftp.toSegments,15
dashboard.testing_common.AddTests,15
fixtures.StringStream,15
wb_admin_config_file_be.ConfigFileSource,15
utils.xqt,15
numpy.ma.isMaskedArray,15
tensorflow.python.framework.ops.SparseTensor,15
gevent.server.StreamServer.start,15
tests.check_utils.get_not_null,15
openquake.hazardlib.geo.geodetic.geodetic_distance,15
gensim.models.ldamodel.LdaModel.save,15
jpy.get_type,15
sklearn.metrics.f1_score,15
code.Code.Render,15
xml.etree.ElementTree.QName,15
gtk.ScrolledWindow.set_policy,15
django.core.mail.backends.locmem.EmailBackend.send_messages,15
flexx.event.connect,15
outwiker.core.thumbmakerpil.ThumbmakerPil,15
deployer.node.Env,15
mojom.parse.ast.Ordinal,15
instaseis.open_db,15
trove.common.exception.TroveError,15
inspect.isframe,15
scrapelib.Scraper.mount,15
nova.exception.InstanceNotReady,15
icalendar.Calendar.add,15
signal.setitimer,15
spacewalk.common.rhnFlags.get,15
JeevesLib.restrict,15
networkx.node_connectivity,15
django.forms.models.modelformset_factory,15
h2.connection.H2Connection,15
qisys.qixml.etree.SubElement.set,15
abydos.stats.hmean,15
rethinkdb.table,15
functional.seq,15
syndicate.util.config.object_file_path,15
gi.repository.GObject.idle_add,15
bluesky.plans.trigger_and_read,15
effects.OpposedRoll,15
arrow.utcnow,15
Blender.Draw.Create,15
chartnet.db.Column,15
core.scrapertools.get_filename_from_url,15
heat.engine.stack_lock.StackLock,15
gevent.event.Event,15
scrapy.loader.ItemLoader.get_collected_values,15
.parse.postprocess_value,15
networkx.dominance_frontiers,15
statsmodels.api.GLM,15
cerbero.utils.ArgparseArgument,15
monasca_api.v2.common.schemas.notifications_request_body_schema.parse_and_validate,15
scipy.sparse.isspmatrix,15
juriscraper.lib.string_utils.titlecase,15
maas_common.metric,15
topoflow.utils.cfg_files.read_value,15
astroid.helpers.is_subtype,15
gamera.gui.gui_util.are_you_sure_dialog,15
PyQt4.Qt.QVBoxLayout.addWidget,15
django.contrib.staticfiles.templatetags.staticfiles.static,15
mod_pywebsocket.util.get_class_logger,15
flatbuffers.Builder.PrependBoolSlot,15
networkx.draw_networkx_edges,15
base_tests.tests_common.log_info,15
mdtraj.load_pdb,15
resources.lib.gui.hoster.cHosterGui,15
mock.MagicMock.get.assert_called_once_with,15
xbmcplugin.setResolvedUrl,15
ConfigParser.ConfigParser.has_section,15
jedi.debug.dbg,15
ruffus.mkdir,15
sympy.Q.fullrank,15
socket,15
sherpa.astro.datastack.clear_stack,15
pyjamas.ui.RootPanel.RootPanel,15
yokadi.core.dbutils.addTask,15
msprime.cli.get_msp_parser,15
btor.BtoRGUIClasses.ScrollPane,15
.console.Cell,15
mkt.users.models.UserProfile.objects.get,15
vdsm.config.config.getint,15
GafferImage.Sampler,15
lib.core.data.conf.db.upper,14
qrcodewidget.QRDialog.setMinimumSize,14
pandas.core.algorithms.isin,14
api.PageStore.get,14
gi.repository.Gtk.TreeView,14
ipalib.parameters.Str,14
locust.stats.StatsEntry.log,14
tests.conftest.CmdFactory,14
sata_model.SataController.wait_for_idle,14
twisted.python.filepath.Permissions,14
pyqtgraph.mkQApp,14
cadquery.Workplane.faces,14
http.client.HTTPResponse.close,14
pyasm.web.DivWdg.add_gradient,14
xbmcgui.DialogProgress.close,14
pygments.util.get_int_opt,14
wx.BeginBusyCursor,14
Pymacs.lisp.point,14
scrapi.processing.get_processor,14
abjad.tools.durationtools.Duration,14
networkx.algorithms.bipartite.collaboration_weighted_projected_graph,14
scipy._lib.six.u,14
GemRB.SetVar,14
scipy.stats.entropy,14
py.io.saferepr,14
lxml.html.builder.HEAD.append,14
peval.tools.replace_fields,14
testlib.blockstore_name_register,14
anvil.colorizer.quote,14
lib.core.exception.SqlmapNoneDataException,14
olympia.amo.helpers.absolutify,14
omeroweb.webclient.decorators.login_required,14
.structure_utils.calculate_offsets,14
arcpy.ImportToolbox,14
oslo_utils.strutils.mask_password,14
hwp5.bintype.bintype_map_events,14
preshed.counter.PreshCounter.prob,14
vtk.vtkOutlineFilter,14
zipline.testing.parameter_space,14
rhn.tb.raise_with_tb,14
c_generator.C.Helper,14
docutils.core.publish_parts,14
unittest.TestProgram.runTests,14
Part.Circle,14
flask_limiter.Limiter.limit,14
nova.objects.Migration,14
nailgun.entity_fields.ListField,14
manila.api.openstack.wsgi.action,14
elasticsearch.Elasticsearch,14
inkex.errormsg,14
test.support.requires,14
flexget.manager.Session,14
cvxopt.spmatrix,14
netifaces.interfaces,14
pandas.util.testing.equalContents,14
param.Parameter,14
gradient.Gradient.get_color_at,14
owslib.etree.etree.SubElement,14
essarch.models.ArchiveObject.objects.filter,14
novaclient.client.Client,14
ironic.tests.unit.objects.utils.get_test_node,14
xml.etree.ElementTree.ElementTree.write,14
lib.unidades.ThermalConductivity,14
filter_data.FilterData.get,14
evennia.commands.default.batchprocess.batch_cmd_exec,14
pystachio.container.Map,14
numpy.arctanh,14
munkicommon.pref,14
.util.FakeAuroraCommandContext.add_expected_status_query_result,14
conary.build.errors.RecipeFileError,14
mapproxy.exception.RequestError,14
paasta_tools.utils.PaastaColors.red,14
graphene.core.schema.Schema.T,14
openid.extensions.sreg.SRegRequest.requestField,14
autotest.server.utils.sh_escape,14
mitmflib.impacket.uuid.string_to_bin,14
portage.os.makedirs,14
flexget.api.api.schema,14
sympy.Basic,14
vtk.test.Testing.interact,14
bitcodin.VideoStreamConfig,14
django.db.transaction.savepoint,14
testutils.patch_object,14
logging.captureWarnings,14
util.log.log,14
testing.setup_mesh_modifier_test,14
glumpy.app.run,14
nova.exception.RescheduledException,14
inc_sip.RecvfromTransaction,14
coverage.data.CoverageData.update,14
sklearn.datasets.load_digits,14
Pegasus.service.base.OrderedDict,14
theano.dot,14
qgis.gui.QgsNewGeoPackageLayerDialog.findChild,14
unittest.TextTestRunner.wasSuccessful,14
hostapd.Hostapd.request,14
pecan.Response,14
grit.tclib.Message,14
kivy.clock.Clock.unschedule,14
vmware_nsx.plugins.nsx_v.vshield.tasks.tasks.Task,14
TSBVMIP.value_containers.ValueFloat,14
sympy.Tuple,14
ConfigSpace.hyperparameters.UniformFloatHyperparameter,14
sympy.physics.wigner.clebsch_gordan,14
sentry.utils.data_scrubber.SensitiveDataFilter.sanitize,14
tendenci.apps.perms.utils.get_query_filters,14
keystoneclient.v3.client.Client,14
bmesh.from_edit_mesh,14
win32api.RegOpenKeyEx,14
purchasing.data.contract_stages.ContractStage.query.filter,14
xbrowse_server.decorators.log_request,14
core.tree.FileNode,14
poppy.transport.pecan.hooks.Error,14
test.support.find_unused_port,14
libmich.core.element.Layer.map,14
_thread.get_ident,14
flask.ext.restful.marshal,14
cinder.exception.VolumeNotFound,14
s3fs.core.S3FileSystem.exists,14
tensorflow.python.framework.ops.Graph.control_dependencies,14
vimdoc.block.Block.Local,14
webbrowser.open_new,14
pygem.vtkhandler.VtkHandler.parse,14
win32file.CloseHandle,14
os.setxattr,14
pandas.compat.StringIO,14
networkx.is_directed_acyclic_graph,14
hamcrest.has_entry,14
webob.exc.HTTPInternalServerError,14
cgt.nn.rectify,14
waflib.Configure.conf.find_program,14
smtplib.SMTP.send_message,14
phonenumbers.util.u,14
pylint.checkers.utils.get_argument_from_call,14
theano.tensor.clip,14
CGATPipelines.Pipeline.touch,14
parliament.core.api.APIFilters.dbfield,14
crits.core.user_tools.is_admin,14
injections.depends,14
readline.read_history_file,14
ruffus.pipeline_run,14
spreads.config.OptionTemplate,14
amcat.tools.amcates.ES,14
ssh.message.Message.add_int,14
gtk.Frame.add,14
maya.cmds.rename,14
horizon.messages.error,14
bson.py3compat.StringIO.seek,14
TaskGen.before,14
inspect.isbuiltin,14
os.seteuid,14
pygments.lexer.do_insertions,14
skytools.quote_ident,14
xbmc.Keyboard.isConfirmed,14
email.mime.multipart.MIMEMultipart.get_payload,14
matlab2cpp.qscript,14
PyQt4.QtGui.QMessageBox.critical,14
nova.network.model.NetworkInfo,14
odk_logger.models.instance.Instance.objects.filter,14
gtk.Notebook.append_page,14
flask_login.login_user,14
dict.copy,14
Nodes.StatListNode,14
tlslite.mathtls.calcFinished,14
.models.Person.objects.all,14
types.FunctionType,14
StringIO.StringIO.readlines,14
frappe.db.sql_list,14
pyoptools.raytrace.shape.Rectangular,14
rst2pdf.log.log.error,14
project.Project.get_config,14
config.ConfigYesNo,14
longfloat.longfloat,14
os.getxattr,14
google.protobuf.json_format.MessageToJson,14
tornado.websocket.websocket_connect,14
errors.KeyczarError,14
backy2.logging.logger.info,14
utils.language,14
utils.fabfile,14
albow.AttrRef,14
crcmod.Crc,14
embedly.client.Embedly.oembed,14
trac.util.translation.tag_,14
fontTools.ttLib.TTFont,14
protector.influxdb.daterange.DateRange,14
DIRAC.Core.Utilities.ReturnValues.returnSingleResult,14
xbmc.getSkinDir,14
django.forms.widgets.HiddenInput,14
RMUtilsFramework.rmLogging.log.error,14
skbio.stats.subsample_counts,14
tests.testutils.TestUtils.count_fs_photos,14
bigmler.utils.dated,14
protorpc.util.AcceptItem,14
semantic_version.Version,14
util.pexpect_close,14
django.utils.dateformat.format,14
.errors.ArgumentError,14
rdkit.RDLogger.logger.info,14
calvin.requests.request_handler.RequestHandler.report,14
claripy.LightFrontend.solution,14
smaug.exception.InvalidInput,14
util.df_slice,14
sahara.utils.ssh_remote.InstanceInteropHelper,14
grr.lib.flags.StartMain,14
crashstats.crashstats.models.SignatureFirstDate.get,14
twisted.internet.error.ProcessTerminated,14
mne.Epochs.save,14
gtk.ImageMenuItem.connect,14
theano.tensor.max,14
html5lib.inputstream.HTMLInputStream.char,14
tornado.httpclient.AsyncHTTPClient,14
starcluster.utils.get_utc_now,14
btor.BtoRGUIClasses.TextField,14
Components.Sources.List.List,14
request.models.Request.objects.all,14
eyed3.id3.Tag.comments.get,14
endpoints.UnauthorizedException,14
netrc.netrc,14
mapproxy.client.wms.WMSClient,14
django.db.models.expressions.OrderBy,14
kivy.logger.Logger.debug,14
titus.P.Array,14
zapcli.exceptions.ZAPError,14
httplib.HTTP.getreply,14
whoosh.index.create_in,14
twisted.internet.protocol.ClientCreator,14
rosdep2.main.rosdep_main,14
twisted.protocols.ftp.errnoToFailure,14
twisted.python.util.untilConcludes,14
pylearn2.utils.data_specs.DataSpecsMapping.flatten,14
tvb.basic.logger.builder.get_logger,14
manila.share.driver.CONF.set_default,14
numpy.greater,14
._compat.iteritems,14
difflib.context_diff,14
urllib2.Request.get_host,14
db.init_db_engine,14
flask.Flask.logger.debug,14
easybuild.tools.modules.get_software_root,14
flatbuffers.Builder.EndObject,14
numpy.matmul,14
socorro.external.postgresql.report.Report.get_list,14
up2date_client.config.initUp2dateConfig,14
micropsi_core.runtime.step_nodenet,14
Bio.SeqIO.write,14
lib.common.utils.string_clean,14
nailgun.orchestrator.deployment_serializers.get_serializer_for_cluster,14
sympy.core.basic.sympify,14
.error.InternalError,14
ovdvtk.VTKScreen.render,14
urllib.request.Request.get_host,14
OnGoingItemConfig.OnGoingItemConfig.commit,14
numpy.linalg.multi_dot,14
libweasyl.test.common.datadir.join,14
grr.lib.access_control.ACLToken,14
tacker.openstack.common.policy.parse_rule,14
shapely.geometry.Polygon,14
.factories.create_voters,14
telemetry.web_perf.smooth_gesture_util.GetAdjustedInteractionIfContainGesture,14
scipy.optimize.brentq,14
PyQt5.QtGui.QPainter,14
asyncio.start_server,14
numexpr.evaluate,14
haystack.allocators.win32.win7heapwalker.Win7HeapFinder,14
.layout_utils.assertDimensions,14
service.Character.getInstance,14
enigma.eServiceCenter.getInstance,14
manilaclient.exceptions.CommandError,14
JumpScale.j.sal.fs.fileGetContents,14
pyasm.search.Search.get_sobject,14
ConfigParser.ConfigParser.has_option,14
tg.config.get,14
tests.testutils.TestUtils.count_db_photos,14
fabmetheus_utilities.euclidean.getWiddershinsUnitPolar,14
sqlalchemy.testing.assertsql.AllOf,14
imdb._exceptions.IMDbError,14
twisted.python.runtime.Platform,14
sqlite3.Binary,14
PyQt5.QtWidgets.QApplication.instance,14
tools.modified.androguard.core.bytecode.FormatNameToPython,14
pymel.core.connectAttr,14
email.utils.getaddresses,14
email.MIMEMultipart.MIMEMultipart.attach,14
sure.this,14
Components.Button.Button,14
trac.tests.functional.tc.url,14
sympy.physics.vector.ReferenceFrame,14
django.contrib.staticfiles.storage.staticfiles_storage.url,14
.utils.run_subprocess,14
django.utils.timezone.make_naive,14
hypothesis.example,14
module.network.RequestFactory.getURL,14
nailgun.test.base.mock_rpc,14
stino.settings.set,14
PySide.QtGui.QToolButton,14
servers.servertools.find_video_items,14
framework.core.facade.FuzzSessionOptions.set,14
._atom.Atom.render,14
dbus.UInt32,14
msrestazure.azure_operation.AzureOperationPoller,14
blf.position,14
cola.gitcfg.current,14
pyqtgraph.Point,14
utils_misc.generate_random_string,14
IECore.CoordinateSystem,14
django.template.Library.assignment_tag,14
sklearn.utils.validation.check_array,14
sys.modules.copy,14
